computed_at,dice,iou,precision,recall,hd95,pred_volume_mm3,gt_volume_mm3,volume_diff_mm3,volume_diff_pct
2026-03-19T22:21:42.318216,0.02948303388360766,0.014962080708046128,0.019660188928038738,0.0589226134559943,69.60064654872109,416349.0,138919.5,277429.5,199.70522496841696
